0.000000	13.091036	0.010000	2.193326	90.625000	91.300000	
1.000000	10.822508	0.010000	7.889052	85.937500	88.200000	
2.000000	7.659279	0.010000	7.905513	79.687500	87.200000	
3.000000	8.602865	0.010000	7.874370	76.562500	85.500000	
4.000000	7.247010	0.010000	7.871391	81.250000	80.300000	
5.000000	6.673311	0.010000	7.882076	85.937500	87.300000	
6.000000	5.877544	0.010000	7.888319	87.500000	80.800000	
7.000000	5.795340	0.010000	7.905161	87.500000	80.200000	
8.000000	5.611546	0.010000	7.902223	85.937500	79.300000	
9.000000	5.446158	0.010000	7.919380	82.812500	76.100000	
10.000000	5.423834	0.010000	7.902092	79.687500	72.900000	
11.000000	5.427722	0.010000	7.885513	81.250000	73.200000	
12.000000	5.501281	0.010000	7.890506	89.062500	70.300000	
13.000000	5.313784	0.010000	8.074855	76.562500	64.900000	
14.000000	5.364700	0.010000	7.886925	68.750000	61.700000	
15.000000	5.365413	0.010000	7.903546	73.437500	63.800000	
16.000000	4.970113	0.010000	7.900546	67.187500	64.800000	
17.000000	4.944960	0.010000	7.903010	65.625000	63.900000	
18.000000	5.359495	0.010000	7.898737	85.937500	60.200000	
19.000000	4.947939	0.010000	7.906523	65.625000	54.200000	
20.000000	5.052576	0.010000	7.893944	68.750000	48.600000	
21.000000	4.948031	0.010000	7.880110	70.312500	43.800000	
22.000000	4.885757	0.010000	7.895264	70.312500	43.800000	
23.000000	4.794183	0.010000	7.892459	56.250000	44.400000	
24.000000	4.644964	0.010000	8.357390	46.875000	42.100000	
25.000000	4.742720	0.010000	7.897721	51.562500	39.100000	
26.000000	4.564679	0.010000	7.891160	43.750000	37.600000	
27.000000	4.596507	0.010000	7.883234	45.312500	35.100000	
28.000000	4.478379	0.010000	7.876163	48.437500	34.600000	
29.000000	4.309094	0.010000	7.888152	45.312500	34.100000	
30.000000	4.391003	0.010000	7.873274	35.937500	32.700000	
31.000000	4.549558	0.010000	7.877113	42.187500	31.500000	
32.000000	4.734499	0.010000	7.901863	57.812500	28.600000	
33.000000	4.125106	0.010000	7.910847	29.687500	27.700000	
34.000000	4.272520	0.010000	7.890145	43.750000	26.600000	
35.000000	4.424404	0.010000	7.874563	45.312500	25.200000	
36.000000	4.161175	0.010000	7.892804	37.500000	24.900000	
37.000000	3.971013	0.010000	7.885707	25.000000	24.300000	
38.000000	4.008999	0.010000	7.881103	32.812500	27.100000	
39.000000	4.192283	0.010000	7.885680	28.125000	27.400000	
40.000000	3.878777	0.010000	7.890116	26.562500	26.800000	
41.000000	4.180882	0.010000	7.890623	32.812500	26.400000	
42.000000	4.095998	0.010000	7.886045	29.687500	23.100000	
43.000000	4.028926	0.010000	7.888108	26.562500	23.400000	
44.000000	3.913997	0.010000	7.900583	29.687500	23.500000	
45.000000	3.801124	0.010000	7.878106	25.000000	24.000000	
46.000000	4.063834	0.010000	7.914439	31.250000	23.400000	
47.000000	3.777760	0.010000	7.903769	17.187500	21.400000	
48.000000	3.953232	0.010000	7.911964	23.437500	19.900000	
49.000000	3.818603	0.010000	7.913216	21.875000	19.600000	
50.000000	4.087242	0.010000	7.912055	29.687500	20.600000	
51.000000	3.717755	0.010000	7.892565	20.312500	20.700000	
