0.000000	10.887839	0.010000	1.584099	92.187500	91.300000	
1.000000	9.103292	0.010000	6.557718	93.750000	85.600000	
2.000000	6.827455	0.010000	7.010907	79.687500	85.500000	
3.000000	7.083874	0.010000	6.891533	85.937500	85.500000	
4.000000	6.305912	0.010000	6.159628	84.375000	83.800000	
5.000000	6.078855	0.010000	6.734193	82.812500	81.800000	
6.000000	5.936936	0.010000	7.146022	87.500000	84.100000	
7.000000	5.825719	0.010000	6.834837	90.625000	80.200000	
8.000000	5.502184	0.010000	6.317527	84.375000	84.800000	
9.000000	5.493055	0.010000	6.175359	84.375000	78.500000	
10.000000	5.308267	0.010000	6.516002	75.000000	70.000000	
11.000000	5.360725	0.010000	7.705397	85.937500	71.900000	
12.000000	5.402013	0.010000	9.987214	81.250000	69.400000	
13.000000	5.104125	0.010000	18.945976	73.437500	70.000000	
14.000000	5.144257	0.010000	8.234136	73.437500	64.400000	
15.000000	5.093755	0.010000	6.272657	75.000000	62.000000	
16.000000	4.926843	0.010000	10.697454	62.500000	62.600000	
17.000000	4.911510	0.010000	12.377451	59.375000	62.300000	
18.000000	5.149361	0.010000	11.842989	65.625000	62.400000	
19.000000	4.911740	0.010000	11.216742	75.000000	57.200000	
20.000000	5.040717	0.010000	11.993143	70.312500	52.200000	
21.000000	5.008800	0.010000	10.897740	68.750000	46.800000	
22.000000	4.804992	0.010000	12.380750	60.937500	41.400000	
23.000000	4.650782	0.010000	11.210479	50.000000	37.600000	
24.000000	4.664924	0.010000	11.355755	42.187500	35.500000	
25.000000	4.454835	0.010000	11.375582	42.187500	34.600000	
26.000000	4.480237	0.010000	11.244917	40.625000	32.300000	
27.000000	4.368609	0.010000	11.341835	45.312500	29.500000	
28.000000	4.346096	0.010000	10.910230	37.500000	30.300000	
29.000000	4.126918	0.010000	10.245405	29.687500	30.200000	
30.000000	4.066563	0.010000	9.940456	26.562500	28.100000	
31.000000	4.382954	0.010000	10.252688	34.375000	25.700000	
32.000000	4.282341	0.010000	10.152417	35.937500	23.000000	
33.000000	3.910203	0.010000	10.927741	26.562500	22.300000	
34.000000	4.072373	0.010000	11.642568	34.375000	22.200000	
35.000000	4.053581	0.010000	12.121927	29.687500	22.300000	
36.000000	3.901047	0.010000	10.787496	20.312500	21.500000	
37.000000	3.908184	0.010000	11.014411	26.562500	20.200000	
38.000000	3.878542	0.010000	10.939825	28.125000	18.900000	
39.000000	3.943869	0.010000	10.884595	29.687500	17.900000	
